NMONOMER	1
NELEC	10
ENUC	11.406077
NBASIS	13
HF_ENERGY	-41.506009
ENERGIES
-10.721100
-0.801631
-0.393768
-0.390010
-0.308513
0.525552
0.868688
0.886729
1.066946
965064.594133
965066.487166
996490.829691
1073373.529225

OEI
-19.732888	
0.410447	-5.501991	
-0.014454	0.066973	-4.940028	
-0.008495	0.023845	-0.012781	-4.765345	
-0.081271	0.271968	0.089398	-0.015338	-5.356812	
0.033203	-0.064240	-0.103571	-0.052708	0.117028	-2.162468	
0.218646	-0.563291	-0.667565	0.406592	-0.400775	0.011446	-4.421644	
-0.101686	0.271987	0.273749	0.930261	0.176548	0.551376	-0.043709	-4.366747	
0.259404	-0.710667	0.718633	0.009404	-0.370879	-0.012126	0.047575	-0.013708	-4.113765	
0.000102	-0.006669	0.028891	-0.105687	0.093064	-0.153815	0.121800	0.059891	0.015103	965061.161359	
0.000065	0.004362	0.004329	0.099316	0.144298	0.279468	0.027994	-0.060749	-0.000353	0.002606	965063.054172	
-0.007616	-0.022143	0.017721	-0.002158	-0.005955	-0.050950	-0.000510	-0.014709	-0.027945	0.000755	0.001624	996486.973716	
-0.022217	-0.159926	0.213950	0.007883	-0.063762	-0.104120	-0.032085	-0.005041	0.195271	0.004689	0.013417	0.167017	1073370.589240	

OVERLAP
1.000000	
0.248362	1.000000	
0.063747	0.496523	1.000000	
0.063747	0.496523	0.172237	1.000000	
0.006454	0.110326	0.087909	0.026732	1.000000	
0.000001	0.037510	0.007446	0.007446	0.062028	1.000000	
0.037510	0.364644	0.122394	0.122394	0.489773	0.248362	1.000000	
0.000000	0.000000	0.237774	-0.355980	-0.014721	-0.022967	-0.143241	1.000000	
0.000000	0.000000	0.382595	-0.082106	0.079112	0.009690	0.060437	0.000000	1.000000	
0.000000	0.000000	0.136489	0.296785	-0.114555	-0.056979	-0.355373	0.000000	0.000000	1.000000	
0.022967	0.143241	0.080252	-0.022644	0.127231	0.000000	0.000000	0.139258	0.031125	-0.183015	1.000000	
-0.009690	-0.060437	0.049828	-0.030704	0.410720	0.000000	0.000000	0.031125	0.199894	0.077219	0.000000	1.000000	
0.056979	0.355373	0.120526	0.148305	-0.181438	0.000000	0.000000	-0.183015	0.077219	-0.241025	0.000000	0.000000	1.000000	

MOCOEFF
-0.991525	-0.039373	0.007950	0.007949	0.000008	-0.002278	0.013030	0.003169	-0.003658	0.001099	0.000940	-0.000251	0.002775	
0.235274	-0.700607	-0.208507	-0.200629	0.037508	0.023948	-0.005294	-0.056543	0.080659	0.032335	-0.080760	0.013928	-0.193846	
-0.008898	0.036858	-0.233175	-0.305351	-0.056237	-0.068859	0.177678	-0.111922	0.018157	-0.572034	0.135811	-0.017772	0.415809	
-0.005299	0.027725	-0.508922	0.443932	0.093500	0.001319	-0.038485	-0.385146	-0.338354	0.058469	0.126580	0.070329	0.013742	
-0.053262	0.357399	-0.196851	-0.244446	0.081782	0.023853	-0.089110	0.562953	-0.691003	-0.026075	-0.169454	0.136753	-0.042157	
0.019840	-0.132453	0.280341	-0.105973	1.309740	0.075415	-0.631857	-0.155300	-0.106220	-0.032418	-0.133269	-0.543157	0.288951	
0.135767	-0.850846	0.368821	1.161545	0.005383	0.018693	-0.134079	0.532932	-0.063656	-0.828270	-0.130508	0.034120	-0.071543	
-0.063211	0.390708	-1.110249	0.332293	0.347278	0.005250	-0.060751	0.732220	0.812426	0.196081	-0.072286	-0.263365	0.183316	
0.165533	-1.128046	0.240353	0.185649	-0.091409	-0.137173	0.971523	0.385383	-0.294827	0.786228	0.385535	-0.104690	0.928171	
-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000004	-0.000006	0.000000	0.000000	-0.000000	-0.928719	-0.026508	0.369835	
0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.033338	0.987432	0.154491	
-0.000000	0.000000	-0.000000	0.000000	0.000000	1.025836	-0.215516	-0.000000	0.000000	-0.000000	0.038788	-0.016364	0.096221	
0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.014391	-0.882584	0.000000	0.000000	-0.000000	0.171046	-0.072167	0.424342	

ERI
0 0 0 0 3.4986040
1 0 0 0 -0.3141664
1 0 1 0 0.0442233
1 0 1 1 -0.0113375
1 1 0 0 0.7411497
1 1 1 0 -0.0113375
1 1 1 1 0.5257394
2 0 0 0 0.0118045
2 0 1 0 -0.0019982
2 0 1 1 -0.0003335
2 0 2 0 0.0093811
2 0 2 1 0.0151927
2 0 2 2 -0.0038548
2 1 0 0 -0.0203280
2 1 1 0 0.0000073
2 1 1 1 -0.0104219
2 1 2 0 0.0151927
2 1 2 1 0.1154363
2 1 2 2 -0.0497768
2 2 0 0 0.6531303
2 2 1 0 -0.0048591
2 2 1 1 0.5057164
2 2 2 0 -0.0038548
2 2 2 1 -0.0497768
2 2 2 2 0.5422781
3 0 0 0 0.0069789
3 0 1 0 -0.0010487
3 0 1 1 0.0002784
3 0 2 0 0.0001317
3 0 2 1 0.0001465
3 0 2 2 -0.0005731
3 0 3 0 0.0075171
3 0 3 1 0.0128279
3 0 3 2 0.0031548
3 0 3 3 0.0008846
3 1 0 0 -0.0075319
3 1 1 0 0.0002132
3 1 1 1 -0.0012891
3 1 2 0 0.0001375
3 1 2 1 0.0010137
3 1 2 2 -0.0131603
3 1 3 0 0.0128279
3 1 3 1 0.1128012
3 1 3 2 0.0544532
3 1 3 3 0.0147185
3 2 0 0 0.0031022
3 2 1 0 -0.0000100
3 2 1 1 0.0021771
3 2 2 0 -0.0009930
3 2 2 1 -0.0117054
3 2 2 2 -0.0005985
3 2 3 0 0.0031548
3 2 3 1 0.0544532
3 2 3 2 0.0480380
3 2 3 3 0.0037293
3 3 0 0 0.6067445
3 3 1 0 -0.0043022
3 3 1 1 0.4879350
3 3 2 0 0.0036915
3 3 2 1 0.0475934
3 3 2 2 0.4499882
3 3 3 0 0.0008846
3 3 3 1 0.0147185
3 3 3 2 0.0037293
3 3 3 3 0.5316195
4 0 0 0 0.0699080
4 0 1 0 -0.0114573
4 0 1 1 0.0011557
4 0 2 0 -0.0009379
4 0 2 1 -0.0015035
4 0 2 2 0.0045019
4 0 3 0 0.0005253
4 0 3 1 0.0002530
4 0 3 2 -0.0001326
4 0 3 3 0.0042980
4 0 4 0 0.0202644
4 0 4 1 0.0216743
4 0 4 2 0.0002430
4 0 4 3 -0.0006642
4 0 4 4 -0.0065174
4 1 0 0 -0.0862547
4 1 1 0 0.0015340
4 1 1 1 -0.0271493
4 1 2 0 -0.0014290
4 1 2 1 0.0008884
4 1 2 2 0.0027603
4 1 3 0 0.0001994
4 1 3 1 0.0002769
4 1 3 2 -0.0031448
4 1 3 3 0.0135687
4 1 4 0 0.0216743
4 1 4 1 0.1062942
4 1 4 2 0.0086219
4 1 4 3 -0.0048212
4 1 4 4 -0.0651917
4 2 0 0 -0.0246287
4 2 1 0 0.0004906
4 2 1 1 -0.0078548
4 2 2 0 -0.0000061
4 2 2 1 0.0207993
4 2 2 2 -0.0199074
4 2 3 0 -0.0002265
4 2 3 1 -0.0032288
4 2 3 2 -0.0057905
4 2 3 3 0.0152630
4 2 4 0 0.0002430
4 2 4 1 0.0086219
4 2 4 2 0.0299119
4 2 4 3 -0.0030465
4 2 4 4 -0.0110865
4 3 0 0 0.0053031
4 3 1 0 -0.0001224
4 3 1 1 0.0013683
4 3 2 0 -0.0001813
4 3 2 1 -0.0032762
4 3 2 2 -0.0042718
4 3 3 0 0.0005025
4 3 3 1 0.0304337
4 3 3 2 0.0240129
4 3 3 3 0.0043518
4 3 4 0 -0.0006642
4 3 4 1 -0.0048212
4 3 4 2 -0.0030465
4 3 4 3 0.0351919
4 3 4 4 0.0011985
4 4 0 0 0.7962603
4 4 1 0 -0.0084630
4 4 1 1 0.5418867
4 4 2 0 0.0015969
4 4 2 1 -0.0001139
4 4 2 2 0.4945394
4 4 3 0 -0.0001115
4 4 3 1 -0.0067328
4 4 3 2 -0.0014046
4 4 3 3 0.4789644
4 4 4 0 -0.0065174
4 4 4 1 -0.0651917
4 4 4 2 -0.0110865
4 4 4 3 0.0011985
4 4 4 4 0.6166597
5 0 0 0 -0.0262749
5 0 1 0 0.0037031
5 0 1 1 -0.0010910
5 0 2 0 0.0006784
5 0 2 1 0.0013522
5 0 2 2 -0.0010396
5 0 3 0 0.0019627
5 0 3 1 0.0031924
5 0 3 2 0.0005324
5 0 3 3 -0.0000483
5 0 4 0 -0.0011738
5 0 4 1 -0.0001681
5 0 4 2 -0.0000471
5 0 4 3 0.0000107
5 0 4 4 -0.0005678
5 0 5 0 0.0009540
5 0 5 1 0.0004595
5 0 5 2 -0.0003476
5 0 5 3 -0.0001186
5 0 5 4 -0.0002100
5 0 5 5 0.0003855
5 1 0 0 0.0206061
5 1 1 0 -0.0009326
5 1 1 1 0.0044605
5 1 2 0 0.0009025
5 1 2 1 0.0033976
5 1 2 2 0.0029335
5 1 3 0 0.0015925
5 1 3 1 -0.0001036
5 1 3 2 -0.0070472
5 1 3 3 -0.0011554
5 1 4 0 -0.0003793
5 1 4 1 -0.0045523
5 1 4 2 -0.0017013
5 1 4 3 -0.0051883
5 1 4 4 0.0093111
5 1 5 0 0.0004595
5 1 5 1 0.0057005
5 1 5 2 -0.0023581
5 1 5 3 0.0035656
5 1 5 4 0.0019799
5 1 5 5 0.0130016
5 2 0 0 0.0208481
5 2 1 0 -0.0003256
5 2 1 1 0.0101017
5 2 2 0 0.0006741
5 2 2 1 0.0011599
5 2 2 2 0.0116018
5 2 3 0 -0.0012889
5 2 3 1 -0.0168435
5 2 3 2 -0.0060150
5 2 3 3 0.0035903
5 2 4 0 -0.0004875
5 2 4 1 -0.0048524
5 2 4 2 -0.0001419
5 2 4 3 -0.0063265
5 2 4 4 0.0117039
5 2 5 0 -0.0003476
5 2 5 1 -0.0023581
5 2 5 2 0.0094597
5 2 5 3 0.0008271
5 2 5 4 -0.0019860
5 2 5 5 -0.0239444
5 3 0 0 0.0247568
5 3 1 0 -0.0007565
5 3 1 1 0.0006218
5 3 2 0 -0.0009966
5 3 2 1 -0.0157168
5 3 2 2 0.0026700
5 3 3 0 -0.0000521
5 3 3 1 -0.0090737
5 3 3 2 -0.0042203
5 3 3 3 -0.0176791
5 3 4 0 -0.0004317
5 3 4 1 -0.0090655
5 3 4 2 -0.0064535
5 3 4 3 -0.0040595
5 3 4 4 0.0043669
5 3 5 0 -0.0001186
5 3 5 1 0.0035656
5 3 5 2 0.0008271
5 3 5 3 0.0114073
5 3 5 4 0.0043055
5 3 5 5 0.0407863
5 4 0 0 -0.0212539
5 4 1 0 0.0002779
5 4 1 1 -0.0129158
5 4 2 0 -0.0005975
5 4 2 1 -0.0045932
5 4 2 2 -0.0075882
5 4 3 0 -0.0007778
5 4 3 1 -0.0090455
5 4 3 2 -0.0061832
5 4 3 3 -0.0136419
5 4 4 0 0.0017452
5 4 4 1 0.0078215
5 4 4 2 0.0006626
5 4 4 3 -0.0014008
5 4 4 4 -0.0161555
5 4 5 0 -0.0002100
5 4 5 1 0.0019799
5 4 5 2 -0.0019860
5 4 5 3 0.0043055
5 4 5 4 0.0058549
5 4 5 5 0.0307960
5 5 0 0 0.2757708
5 5 1 0 -0.0004116
5 5 1 1 0.2706840
5 5 2 0 -0.0031095
5 5 2 1 -0.0564468
5 5 2 2 0.3035026
5 5 3 0 0.0014513
5 5 3 1 0.0196665
5 5 3 2 0.0103154
5 5 3 3 0.2510315
5 5 4 0 0.0024521
5 5 4 1 0.0200511
5 5 4 2 -0.0204015
5 5 4 3 0.0106541
5 5 4 4 0.2597095
5 5 5 0 0.0003855
5 5 5 1 0.0130016
5 5 5 2 -0.0239444
5 5 5 3 0.0407863
5 5 5 4 0.0307960
5 5 5 5 0.7128475
6 0 0 0 -0.1778253
6 0 1 0 0.0243401
6 0 1 1 -0.0075966
6 0 2 0 0.0080110
6 0 2 1 0.0138586
6 0 2 2 -0.0038223
6 0 3 0 -0.0056961
6 0 3 1 -0.0078419
6 0 3 2 -0.0027450
6 0 3 3 0.0021194
6 0 4 0 0.0016166
6 0 4 1 0.0106478
6 0 4 2 0.0000993
6 0 4 3 -0.0006314
6 0 4 4 -0.0068119
6 0 5 0 0.0013573
6 0 5 1 -0.0010155
6 0 5 2 0.0011135
6 0 5 3 -0.0016443
6 0 5 4 0.0010230
6 0 5 5 -0.0028932
6 0 6 0 0.0314140
6 0 6 1 0.0086872
6 0 6 2 0.0007761
6 0 6 3 0.0023097
6 0 6 4 -0.0023759
6 0 6 5 0.0007514
6 0 6 6 0.0107034
6 1 0 0 0.1468138
6 1 1 0 -0.0066864
6 1 1 1 0.0436417
6 1 2 0 0.0070920
6 1 2 1 0.0129285
6 1 2 2 0.0411458
6 1 3 0 -0.0040195
6 1 3 1 -0.0104216
6 1 3 2 0.0075707
6 1 3 3 0.0193130
6 1 4 0 0.0062285
6 1 4 1 0.0004398
6 1 4 2 -0.0159664
6 1 4 3 0.0094857
6 1 4 4 0.0551534
6 1 5 0 -0.0011084
6 1 5 1 0.0003523
6 1 5 2 0.0048726
6 1 5 3 0.0057911
6 1 5 4 -0.0009577
6 1 5 5 0.0072300
6 1 6 0 0.0086872
6 1 6 1 0.0572037
6 1 6 2 0.0394155
6 1 6 3 -0.0270721
6 1 6 4 0.0180170
6 1 6 5 0.0047141
6 1 6 6 0.0427457
6 2 0 0 0.1613585
6 2 1 0 -0.0037499
6 2 1 1 0.0546057
6 2 2 0 0.0053032
6 2 2 1 0.0085427
6 2 2 2 0.0432349
6 2 3 0 0.0015683
6 2 3 1 0.0224307
6 2 3 2 0.0132217
6 2 3 3 0.0212067
6 2 4 0 -0.0021593
6 2 4 1 -0.0337134
6 2 4 2 -0.0076630
6 2 4 3 0.0136702
6 2 4 4 0.0680785
6 2 5 0 0.0006027
6 2 5 1 0.0046339
6 2 5 2 0.0003191
6 2 5 3 0.0061525
6 2 5 4 -0.0049904
6 2 5 5 0.0032450
6 2 6 0 0.0007761
6 2 6 1 0.0394155
6 2 6 2 0.0625825
6 2 6 3 -0.0400864
6 2 6 4 0.0221801
6 2 6 5 0.0066075
6 2 6 6 0.0313229
6 3 0 0 -0.0996481
6 3 1 0 0.0022482
6 3 1 1 -0.0348783
6 3 2 0 0.0010972
6 3 2 1 0.0234553
6 3 2 2 -0.0224086
6 3 3 0 0.0012843
6 3 3 1 -0.0404251
6 3 3 2 -0.0341048
6 3 3 3 -0.0160117
6 3 4 0 0.0009137
6 3 4 1 0.0223840
6 3 4 2 0.0147043
6 3 4 3 -0.0260501
6 3 4 4 -0.0382514
6 3 5 0 0.0005538
6 3 5 1 0.0046993
6 3 5 2 0.0072620
6 3 5 3 -0.0022867
6 3 5 4 0.0067050
6 3 5 5 -0.0225471
6 3 6 0 0.0023097
6 3 6 1 -0.0270721
6 3 6 2 -0.0400864
6 3 6 3 0.0730997
6 3 6 4 -0.0296325
6 3 6 5 -0.0087528
6 3 6 6 0.0334052
6 4 0 0 0.0948421
6 4 1 0 -0.0022030
6 4 1 1 0.0320024
6 4 2 0 -0.0039207
6 4 2 1 -0.0338442
6 4 2 2 0.0326394
6 4 3 0 0.0022964
6 4 3 1 0.0220946
6 4 3 2 0.0168624
6 4 3 3 0.0045204
6 4 4 0 0.0086968
6 4 4 1 0.0127452
6 4 4 2 -0.0006655
6 4 4 3 0.0031035
6 4 4 4 0.0411100
6 4 5 0 -0.0000015
6 4 5 1 0.0005269
6 4 5 2 -0.0025463
6 4 5 3 0.0065813
6 4 5 4 -0.0007442
6 4 5 5 0.0216197
6 4 6 0 -0.0023759
6 4 6 1 0.0180170
6 4 6 2 0.0221801
6 4 6 3 -0.0296325
6 4 6 4 0.0513901
6 4 6 5 0.0025331
6 4 6 6 0.0009296
6 5 0 0 -0.0008067
6 5 1 0 -0.0003017
6 5 1 1 -0.0016290
6 5 2 0 0.0012544
6 5 2 1 0.0042559
6 5 2 2 -0.0026272
6 5 3 0 0.0008987
6 5 3 1 0.0135327
6 5 3 2 0.0091616
6 5 3 3 0.0006380
6 5 4 0 0.0004312
6 5 4 1 0.0008289
6 5 4 2 -0.0014655
6 5 4 3 0.0071100
6 5 4 4 -0.0017991
6 5 5 0 0.0002941
6 5 5 1 -0.0006819
6 5 5 2 -0.0027207
6 5 5 3 -0.0021667
6 5 5 4 -0.0009716
6 5 5 5 0.0035332
6 5 6 0 0.0007514
6 5 6 1 0.0047141
6 5 6 2 0.0066075
6 5 6 3 -0.0087528
6 5 6 4 0.0025331
6 5 6 5 0.0035469
6 5 6 6 -0.0099050
6 6 0 0 0.7530505
6 6 1 0 -0.0124603
6 6 1 1 0.5070401
6 6 2 0 0.0103820
6 6 2 1 0.0646257
6 6 2 2 0.4864625
6 6 3 0 -0.0049508
6 6 3 1 -0.0631043
6 6 3 2 -0.0512961
6 6 3 3 0.5147765
6 6 4 0 0.0099783
6 6 4 1 0.0154096
6 6 4 2 0.0188884
6 6 4 3 -0.0331908
6 6 4 4 0.5216812
6 6 5 0 -0.0015311
6 6 5 1 0.0104038
6 6 5 2 0.0189659
6 6 5 3 -0.0081564
6 6 5 4 -0.0065591
6 6 5 5 0.2285332
6 6 6 0 0.0107034
6 6 6 1 0.0427457
6 6 6 2 0.0313229
6 6 6 3 0.0334052
6 6 6 4 0.0009296
6 6 6 5 -0.0099050
6 6 6 6 0.6395841
7 0 0 0 0.0827695
7 0 1 0 -0.0113255
7 0 1 1 0.0033392
7 0 2 0 -0.0034142
7 0 2 1 -0.0059219
7 0 2 2 0.0026805
7 0 3 0 -0.0116817
7 0 3 1 -0.0184519
7 0 3 2 -0.0036126
7 0 3 3 -0.0018273
7 0 4 0 -0.0004012
7 0 4 1 -0.0043758
7 0 4 2 0.0002992
7 0 4 3 0.0000677
7 0 4 4 0.0032553
